rank,document_ID,query,model,name,address,provinsi,kabko,kecamatan,mosque_type,rating,similarity
7,210416,Masjid Istiqlal Jakarta,MiniLM,Dewan Masjid Indonesia,Non-governmental organization · Islamic Centre Building JL Dukuh Kupang 122-124 Dukuh Pakis Surabaya 60225,JAWA TIMUR,SIDOARJO,SEDATI,masjid,5.0,0.8953212
8,15094,Masjid Istiqlal Jakarta,MiniLM,"Jami' Al-Falah Mosque, Benhil (MAB) Jakarta",Bendungan Hilir Central Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT,TANAH ABANG,masjid,4.8,0.89086366
9,15036,Masjid Istiqlal Jakarta,MiniLM,"Jami' Al-Falah Mosque, Benhil (MAB) Jakarta",Bendungan Hilir Central Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT,TANAH ABANG,masjid,4.8,0.89086366
10,19438,Masjid Istiqlal Jakarta,MiniLM,Baitul Ilmi Mosque SMAN 106 Jakarta,Pekayon East Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR,PASAR REBO,masjid,4.8,0.8862556
1,90729,Masjid Agung Tasikmalaya,MiniLM,At-Taqwa Grand Mosque Rawalumbu,Mosque · Jl Lumbu Utara Raya Jembatan 11 No2 RT005/RW019,JAWA BARAT,KOTA BEKASI,RAWALUMBU,masjid,4.8,0.92201424
2,52464,Masjid Agung Tasikmalaya,MiniLM,Baitur Taqwa Grand Mosque,Sukanagara Lakbok Ciamis Regency West Java 46385 Indonesia,JAWA BARAT,CIAMIS,LAKBOK,masjid,4.7,0.9191769
3,229487,Masjid Agung Tasikmalaya,MiniLM,Nurut Taqwa Mosque,Mosque · Jl Karang Gambir No209,JAWA TIMUR,TUBAN,SEMANDING,masjid,5.0,0.9109094
4,9420,Masjid Agung Tasikmalaya,MiniLM,Jami' Baitul Taqwa Mosque,Nambo Udik Cikande Serang Regency Banten 42186 Indonesia,BANTEN,SERANG,CIKANDE,masjid,3.6,0.910732
5,9377,Masjid Agung Tasikmalaya,MiniLM,Jami' Baitul Taqwa Mosque,Nambo Udik Cikande Serang Regency Banten 42186 Indonesia,BANTEN,SERANG,CIKANDE,masjid,3.6,0.910732
6,92763,Masjid Agung Tasikmalaya,MiniLM,At Taqwa Great Mosque,Jl H Abdul Gani No7 3 RW2 Jatimulya Kec Cilodong Kota Depok Jawa Barat 16413 Indonesia,JAWA BARAT,KOTA DEPOK,CILODONG,masjid,4.8,0.9066332
7,74955,Masjid Agung Tasikmalaya,MiniLM,At-Taqwa Great Mosque,Mosque · no 78 kampung sukamaju desa Jl Raya Jatisari,JAWA BARAT,KARAWANG,JATISARI,masjid,4.4,0.9066332
8,22742,Masjid Agung Tasikmalaya,MiniLM,At-Taqwa Great Mosque,Bojong Baru Bojonggede Bogor Regency West Java 16920 Indonesia,JAWA BARAT,BOGOR,BOJONGGEDE,masjid,4.8,0.9066332
9,15262,Masjid Agung Tasikmalaya,MiniLM,At - Taqwa Great Mosque,Johar Baru Central Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT,JOHAR BARU,masjid,4.7,0.9066332
10,182818,Masjid Agung Tasikmalaya,MiniLM,At-Taqwa Mosque of Santren,Genuk Watu Nanggungan Kec Kayen Kidul Kabupaten Kediri Jawa Timur 64183 Indonesia,JAWA TIMUR,KEDIRI,KAYEN KIDUL,masjid,5.0,0.90600693
1,19903,Masjid Agung Menes,MiniLM,Al-Mabrur Grand Mosque,Pinang Ranti East Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR,MAKASAR,masjid,4.7,0.9420401
2,211871,Masjid Agung Menes,MiniLM,Baitul Mukhlasin Mosque,Ngambeh Ngembeh Kec Dlanggu Kabupaten Mojokerto Jawa Timur 61371 Indonesia,JAWA TIMUR,MOJOKERTO,DLANGGU,masjid,4.3,0.933401
3,185792,Masjid Agung Menes,MiniLM,Baitul Malik Mosque,Cepokomulyo Malang Regency East Java Indonesia,JAWA TIMUR,MALANG,KEPANJEN,masjid,4.7,0.9271627
4,185060,Masjid Agung Menes,MiniLM,Baitul Malik Mosque,Jl Raya Tumpuk Renteng Desa Krajan Tumpukrenteng Kec Turen Kabupaten Malang Jawa Timur 65175 Indonesia,JAWA TIMUR,MALANG,TUREN,masjid,4.0,0.9271627
5,84110,Masjid Agung Menes,MiniLM,Parigi Grand Mosque,Parigi Pangandaran Regency West Java 46393 Indonesia,JAWA BARAT,PANGANDARAN,PARIGI,masjid,4.4,0.92598987
6,94705,Masjid Agung Menes,MiniLM,Grand Mosque Randegan,Raharja Banjar City West Java Indonesia,JAWA BARAT,KOTA BANJAR,PURWAHARJA,masjid,4.7,0.92545855
7,182459,Masjid Agung Menes,MiniLM,Baitus Mosque Sholihin,Ngablak Kediri Regency East Java Indonesia,JAWA TIMUR,KEDIRI,BANYAKAN,masjid,4.8,0.9245403
8,180834,Masjid Agung Menes,MiniLM,Baitus Mosque Sholihin,Ngablak Kediri Regency East Java Indonesia,JAWA TIMUR,KEDIRI,GAMPENGREJO,masjid,4.8,0.9245403
9,20624,Masjid Agung Menes,MiniLM,Baitus Mosque Sholihin,Jl Villa Permata Mas Raya Bojong Nangka Kec Gn Putri Kabupaten Bogor Jawa Barat 16963 Indonesia,JAWA BARAT,BOGOR,GUNUNGPUTRI,masjid,4.5,0.9245403
10,134554,Masjid Agung Menes,MiniLM,Baitus Mosque Sholihin, Rw 2 Bodeh Kec Pucakwangi Kabupaten Pati Jawa Tengah 59183 Indonesia,JAWA TENGAH,PATI,PUCAKWANGI,masjid,43.0,0.92454016
1,149150,Masjid Nurul Iman,MiniLM,Masjid BAETUL IMAN, Mingkrik Penusupan Kec Pangkah Kabupaten Tegal Jawa Tengah 52471 Indonesia,JAWA TENGAH,TEGAL,PANGKAH,masjid,5.0,0.9260367
2,64236,Masjid Nurul Iman,MiniLM,Masjid Baetul Iman,Haurkuning Paseh Sumedang Regency West Java 45381 Indonesia,JAWA BARAT,SUMEDANG,PASEH,masjid,5.0,0.9260367
3,55843,Masjid Nurul Iman,MiniLM,Masjid Baetul Iman,Pancalang Kuningan Regency West Java Indonesia,JAWA BARAT,KUNINGAN,PANCALANG,masjid,0.0,0.9260366
4,84483,Masjid Nurul Iman,MiniLM,Jami Masjid Nurul Iman,Limusgede Cimerak Kabupaten Ciamis West Java 46395 Indonesia,JAWA BARAT,PANGANDARAN,CIMERAK,masjid,4.8,0.92397845
5,80350,Masjid Nurul Iman,MiniLM,Jami Masjid Nurul Iman,Place of worship · kp bungin rt 003/001 des pantai bhakti 17730,JAWA BARAT,BEKASI,MUARAGEMBONG,masjid,3.9,0.92397845
6,54891,Masjid Nurul Iman,MiniLM,Jami Masjid Nurul Iman,Peusing Jalaksana Kuningan Regency West Java 45554 Indonesia,JAWA BARAT,KUNINGAN,JALAKSANA,masjid,4.9,0.92397845
7,46732,Masjid Nurul Iman,MiniLM,Jami Masjid Nurul Iman,Cijulang Ciamis Regency West Java 46394 Indonesia,JAWA BARAT,TASIKMALAYA,PANCATENGAH,masjid,4.4,0.92397845
8,44875,Masjid Nurul Iman,MiniLM,Jami Masjid Nurul Iman,Cigadog Cikelet Garut Regency West Java 44177 Indonesia,JAWA BARAT,GARUT,CIKELET,masjid,5.0,0.92397845
9,102211,Masjid Nurul Iman,MiniLM,Masjid Nurull iman, Serang Cihonje Gumelar Banyumas Regency Central Java 53165 Indonesia,JAWA TENGAH,BANYUMAS,GUMELAR,masjid,4.0,0.9217814
10,93146,Masjid Nurul Iman,MiniLM,Masjid Jami' Miftahul Iman,Jl Delima No58 Bojongsari Baru Kec Bojongsari Kota Depok Jawa Barat 16516 Indonesia,JAWA BARAT,KOTA DEPOK,BOJONGSARI,masjid,4.7,0.9211936
1,119005,Islamic Center,MiniLM,Islamic center, Jl Ngadirejo - Jumo Karangtejo Kec Jumo Kabupaten Temanggung Jawa Tengah 56256 Indonesia,JAWA TENGAH,TEMANGGUNG,KEDU,islamic_center,0.0,0.9780729
2,113735,Islamic Center,MiniLM,Islamic Center, Jl Pemuda Kedungdoro Leteh Kec Rembang Kabupaten Rembang Jawa Tengah 59217 Indonesia,JAWA TENGAH,REMBANG,SULANG,islamic_center,0.0,0.9780729
3,105311,Islamic Center,MiniLM,Islamic center, Kepuh Bulu Kec Polokarto Kabupaten Sukoharjo Jawa Tengah 57555 Indonesia,JAWA TENGAH,SUKOHARJO,SUKOHARJO,islamic_center,0.0,0.9780729
4,94567,Islamic Center,MiniLM,ISLAMIC CENTER,Jl Cidugaleun Tanjungjaya Kec Cisaga Kabupaten Ciamis Jawa Barat 46386 Indonesia,JAWA BARAT,KOTA BANJAR,PATARUMAN,islamic_center,0.0,0.9780729
5,71221,Islamic Center,MiniLM,ISLAMIC CENTER,Jl Lurah Kawi Cikaobandung Kec Jatiluhur Kabupaten Purwakarta Jawa Barat 41152 Indonesia,JAWA BARAT,PURWAKARTA,JATILUHUR,islamic_center,0.0,0.9780729
6,22539,Islamic Center,MiniLM,Islamic Center,Fashion designer · Jl Lolongok Gg08 Rt05/05 No05 RT06/RW05,JAWA BARAT,BOGOR,KEMANG,islamic_center,0.0,0.9780729
7,18661,Islamic Center,MiniLM,Islamic Center,Education · JlnMKahfi216 (JlnWakaf No16) Jagakarsa - Jakarta Selatan DKI RT10/RW8,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN,JAGAKARSA,islamic_center,4.7,0.9780729
8,17800,Islamic Center,MiniLM,Islamic center,Gg Hikmah RT3/RW5 Cilangkap Kec Cipayung Kota Jakarta Timur Daerah Khusus Ibukota Jakarta 13870 Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN,MAMPANG PRAPATAN,islamic_center,5.0,0.9780729
9,14210,Islamic Center,MiniLM,Islamic Center,Jl Almanar Angsau Kec Pelaihari Kabupaten Tanah Laut Kalimantan Selatan 70812 Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,ADMINISTRASI KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,islamic_center,4.5,0.9780729
10,2445,Islamic Center,MiniLM,Islamic Center,JL Raya Bayah Karangtaraja Bayah Bar Rangkasbitung Kabupaten Lebak Banten 42393 Indonesia,BANTEN,LEBAK,BAYAH,islamic_center,4.2,0.9780729
1,218498,Masjid Al Hikmah,MiniLM,Masjid Al Hikhmah,Banggle Lengkong Hutan Sumbermiri Nganjuk Kabupaten Nganjuk Jawa Timur 64393 Indonesia,JAWA TIMUR,NGANJUK,LENGKONG,masjid,0.0,0.9623121
2,45056,Masjid Al Hikmah,MiniLM,Masjid AL HIKHMAH,RT/02/RW/12 Mekarjaya Kec Bungbulang Kabupaten Garut Jawa Barat 44165 Indonesia,JAWA BARAT,GARUT,BUNGBULANG,masjid,0.0,0.96231186
3,210445,Masjid Al Hikmah,MiniLM,Masjid Al-Hibah,Sedati Gede Sidoarjo Regency East Java Indonesia,JAWA TIMUR,SIDOARJO,SEDATI,masjid,4.4,0.9501443
4,201902,Masjid Al Hikmah,MiniLM,Masjid Al-Hikam,Awar Awar Awar-Awar Kec Asembagus Kabupaten Situbondo Jawa Timur 68373 Indonesia,JAWA TIMUR,SITUBONDO,ASEMBAGUS,masjid,5.0,0.948863
5,168117,Masjid Al Hikmah,MiniLM,Masjid Al Hikam,Ngetol Widoro Pacitan Pacitan Regency East Java 63518 Indonesia,JAWA TIMUR,PACITAN,TULAKAN,masjid,5.0,0.948863
6,168024,Masjid Al Hikmah,MiniLM,Masjid Al-Hikam,Mbathok pager lor Pucangombo Kec Tegalombo Kabupaten Pacitan Jawa Timur 63582 Indonesia,JAWA TIMUR,PACITAN,TEGALOMBO,masjid,5.0,0.948863
7,63849,Masjid Al Hikmah,MiniLM,Masjid Al Hikam,RT04/RW04 Dusun cikarut Cikeusi Kec Darmaraja Kabupaten Sumedang Jawa Barat 45372 Indonesia,JAWA BARAT,SUMEDANG,DARMARAJA,masjid,5.0,0.948863
8,62241,Masjid Al Hikmah,MiniLM,Masjid Al Hikam,Sutawangi Jatiwangi Majalengka Regency West Java 45454 Indonesia,JAWA BARAT,MAJALENGKA,JATIWANGI,masjid,4.4,0.948863
9,40038,Masjid Al Hikmah,MiniLM,Masjid al-hikam,Unnamed Road Sukamantri Kec Paseh Kabupaten Bandung Jawa Barat 40383 Indonesia,JAWA BARAT,BANDUNG,PASEH,masjid,0.0,0.948863
10,184291,Masjid Al Hikmah,MiniLM,Masjid Al-Hikam,Arjoyoso Ampelgading Kec Tirtoyudo Kabupaten Malang Jawa Timur 65183 Indonesia,JAWA TIMUR,MALANG,AMPELGADING,masjid,5.0,0.94886297
1,156957,Masjid Al Amin,MiniLM,Al Amin Masjid, Dusun II Dukuh Kemutug Lor Kec Baturaden Kabupaten Banyumas Jawa Tengah 53151 Indonesia,JAWA TENGAH,BANYUMAS,SUMBANG,masjid,48.0,0.9602469
2,103513,Masjid Al Amin,MiniLM,Al Amin Masjid, Dusun II Dukuh Kemutug Lor Kec Baturaden Kabupaten Banyumas Jawa Tengah 53151 Indonesia,JAWA TENGAH,BANYUMAS,BATURRADEN,masjid,48.0,0.9602469
3,196049,Masjid Al Amin,MiniLM,Mosque of al-Amin,Gambangan Bondowoso Regency East Java Indonesia,JAWA TIMUR,JEMBER,SUKOWONO,masjid,4.4,0.9548919
4,156829,Masjid Al Amin,MiniLM,Masjid Al Aminah,Gandatapa Banyumas Regency Central Java Indonesia,JAWA TENGAH,BANYUMAS,SUMBANG,masjid,46.0,0.9477107
5,29763,Masjid Al Amin,MiniLM,Masjid Al-Amin,Mekarsari Ciracap Sukabumi Regency West Java 43176 Indonesia,JAWA BARAT,SUKABUMI,CIRACAP,masjid,5.0,0.94663656
6,24184,Masjid Al Amin,MiniLM,Masjid Al Amin,kp lewigoong Gintung Cilejet Parung Panjang Bogor Regency West Java 16360 Indonesia,JAWA BARAT,BOGOR,PARUNGPANJANG,masjid,4.5,0.94663656
7,24131,Masjid Al Amin,MiniLM,Masjid Al-Amin,Parung Panjang Bogor Regency West Java Indonesia,JAWA BARAT,BOGOR,PARUNGPANJANG,masjid,4.9,0.94663656
8,21609,Masjid Al Amin,MiniLM,Masjid Al Amin,Mosque ·  · Atas Bundaran 1 Jl Griya Alam Sentosa NoPerumahan,JAWA BARAT,BOGOR,CILEUNGSI,masjid,4.6,0.94663656
9,20575,Masjid Al Amin,MiniLM,Masjid al Amin,Tlajung Udik Gunung Putri Bogor Regency West Java 16962 Indonesia,JAWA BARAT,BOGOR,GUNUNGPUTRI,masjid,4.7,0.94663656
10,18334,Masjid Al Amin,MiniLM,Masjid Al Amin,North Gandaria South Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN,KEBAYORAN BARU,masjid,4.8,0.94663656
1,87768,Masjid Darussalam,MiniLM,Darussalam Mosque,Pasirluyu Bandung City West Java Indonesia,JAWA BARAT,KOTA BANDUNG,REGOL,masjid,4.7,0.9645003
2,80841,Masjid Darussalam,MiniLM,Darussalam Mosque,Kawasan Karyadeka Pasirsari Cikarang Sel Kabupaten Bekasi Jawa Barat 17530 Indonesia,JAWA BARAT,BEKASI,CIKARANG SELATAN,masjid,4.7,0.9645003
3,59151,Masjid Darussalam,MiniLM,Darussalam Mosque,Kedawung Cirebon West Java 45153 Indonesia,JAWA BARAT,CIREBON,KEDAWUNG,masjid,3.6,0.9645003
4,59055,Masjid Darussalam,MiniLM,Darussalam Mosque,Kedawung Cirebon West Java 45153 Indonesia,JAWA BARAT,CIREBON,KEDAWUNG,masjid,3.6,0.9645003
5,32752,Masjid Darussalam,MiniLM,Darussalam Mosque,Sukasari Cilaku Cianjur Regency West Java 43285 Indonesia,JAWA BARAT,CIANJUR,CILAKU,masjid,4.2,0.9645003
6,19936,Masjid Darussalam,MiniLM,Darussalam Mosque,Ciangsana Bogor Regency West Java Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR,CIRACAS,masjid,4.8,0.9645003
7,15176,Masjid Darussalam,MiniLM,Darussalam Mosque,Bendungan Hilir Central Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA PUSAT,TANAH ABANG,masjid,4.9,0.9645003
8,13788,Masjid Darussalam,MiniLM,Darussalam Mosque,Cempaka Putih South Tangerang City Banten Indonesia,BANTEN,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,masjid,4.7,0.9645003
9,6028,Masjid Darussalam,MiniLM,Darussalam Mosque,Pangkalan Teluknaga Tangerang Regency Banten 15510 Indonesia,BANTEN,TANGERANG,TELUKNAGA,masjid,4.8,0.9645003
10,5914,Masjid Darussalam,MiniLM,Darussalam Mosque,Pangkalan Teluknaga Tangerang Regency Banten 15510 Indonesia,BANTEN,TANGERANG,TELUKNAGA,masjid,4.8,0.9645003
1,50324,Masjid Baitul Makmur,MiniLM,Masjid Jami Panunggal,Kudadepa Sukahening Tasikmalaya Regency West Java 46155 Indonesia,JAWA BARAT,TASIKMALAYA,SUKAHENING,masjid,4.3,0.9514277
2,28152,Masjid Baitul Makmur,MiniLM,Jami' Baiturrahmat Mosque,Cisarua Nagrak Sukabumi Regency West Java 43356 Indonesia,JAWA BARAT,SUKABUMI,NAGRAK,masjid,4.3,0.95131534
3,197540,Masjid Baitul Makmur,MiniLM,Baitul Muttaqien Mosque,Dusun Petahunan Jajag Kec Gambiran Kabupaten Banyuwangi Jawa Timur 68486 Indonesia,JAWA TIMUR,BANYUWANGI,GAMBIRAN,masjid,4.8,0.9509598
4,123637,Masjid Baitul Makmur,MiniLM,Baitul Muttaqien Mosque,Petarukan Pemalang Regency Central Java Indonesia,JAWA TENGAH,PEMALANG,PETARUKAN,masjid,47.0,0.9509598
5,57591,Masjid Baitul Makmur,MiniLM,Baitul Muttaqien Mosque,Jl Griya Mertpada Asri Mertapada Wetan Kec Astanajapura Kabupaten Cirebon Jawa Barat 45181 Indonesia,JAWA BARAT,CIREBON,ASTANAJAPURA,masjid,4.1,0.9509598
6,57498,Masjid Baitul Makmur,MiniLM,Baitul Muttaqien Mosque,Jl Griya Mertpada Asri Mertapada Wetan Kec Astanajapura Kabupaten Cirebon Jawa Barat 45181 Indonesia,JAWA BARAT,CIREBON,ASTANAJAPURA,masjid,4.1,0.9509598
7,17176,Masjid Baitul Makmur,MiniLM,Baitul Muttaqien Mosque,RT3/RW8 Kemanggisan Palmerah West Jakarta City Jakarta 11480 Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT,PAL MERAH,masjid,5.0,0.9509598
8,164376,Masjid Baitul Makmur,MiniLM,Baitul Muttaqien Mosque,Ambarketawang Sleman Regency Special Region of Yogyakarta Indonesia,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,GAMPING,masjid,49.0,0.9509597
9,147639,Masjid Baitul Makmur,MiniLM,Roudhotul Muttaqien Mosque,Wonokerto Wetan Pekalongan Regency Central Java Indonesia,JAWA TENGAH,PEKALONGAN,WONOKERTO,masjid,4.0,0.9498018
10,172352,Masjid Baitul Makmur,MiniLM,Baitul Muttaqiin Mosque,Jl Ki Mangun Sarkoro Dusun Talun Beji Kec Boyolangu Kabupaten Tulungagung Jawa Timur 66233 Indonesia,JAWA TIMUR,TULUNGAGUNG,TULUNGAGUNG,masjid,4.8,0.9489517
