rank,document_ID,query,model,name,address,provinsi,kabko,kecamatan,mosque_type,rating,similarity
5,126615,Masjid Agung Tasikmalaya,BGE-M3,Masjid Agung Tasikagung, Rembangan Tasikagung Rembang Rembang Regency Central Java 59212 Indonesia,JAWA TENGAH,REMBANG,REMBANG,masjid,45.0,0.807163
6,47040,Masjid Agung Tasikmalaya,BGE-M3,"Masjid Agung Cibalong, Kabupaten Tasikmalaya",Girikencana Parungponteng Tasikmalaya Regency West Java 46185 Indonesia,JAWA BARAT,TASIKMALAYA,CIBALONG,masjid,4.5,0.77900404
7,93790,Masjid Agung Tasikmalaya,BGE-M3,MASJID AL - MAKKAH STASIUN TASIKMALAYA,Tawangsari Tasikmalaya Regency West Java Indonesia,JAWA BARAT,KOTA TASIKMALAYA,TAWANG,masjid,4.6,0.75656676
8,49785,Masjid Agung Tasikmalaya,BGE-M3,MASJID AL - MAKKAH STASIUN TASIKMALAYA,Tawangsari Tasikmalaya Regency West Java Indonesia,JAWA BARAT,TASIKMALAYA,PADAKEMBANG,masjid,4.6,0.75656676
9,39705,Masjid Agung Tasikmalaya,BGE-M3,Masjid Agung Majalaya,Majalaya Bandung Regency West Java Indonesia,JAWA BARAT,BANDUNG,MAJALAYA,masjid,4.8,0.7357851
10,171655,Masjid Agung Tasikmalaya,BGE-M3,Masjid Jami' Tasikmadu,Jl Raya Prigi Ketawang Tasikmadu Kec Watulimo Kabupaten Trenggalek Jawa Timur 66382 Indonesia,JAWA TIMUR,TRENGGALEK,WATULIMO,masjid,5.0,0.72737646
1,692,Masjid Agung Menes,BGE-M3,Masjid Agung Menes (Pandeglang),Jl Perintis Kemerdekaan No02 Purwaraja Kec Menes Kabupaten Pandeglang Banten 42262 Indonesia,BANTEN,PANDEGLANG,BOJONG,masjid,4.4,0.75165194
2,123775,Masjid Agung Menes,BGE-M3,Masjid Agung Manang, Jl Mangesti Raya Dusun II Manang Kec Grogol Kabupaten Sukoharjo Jawa Tengah 57552 Indonesia,JAWA TENGAH,SUKOHARJO,GROGOL,masjid,47.0,0.7393931
3,1016,Masjid Agung Menes,BGE-M3,Masjid Mujahidin PCM Menes,Jl Ciputri Purwaraja Kec Menes Kabupaten Pandeglang Banten 42262 Indonesia,BANTEN,PANDEGLANG,MENES,masjid,5.0,0.71402484
4,27976,Masjid Agung Menes,BGE-M3,Mesjid besar,Jl Monas Kertaraharja Kec Cikembar Kabupaten Sukabumi Jawa Barat 43157 Indonesia,JAWA BARAT,SUKABUMI,CIKEMBAR,masjid,4.0,0.7014155
5,145273,Masjid Agung Menes,BGE-M3,Masjid Agung Magelang,Cacaban Magelang City Central Java Indonesia,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,masjid,48.0,0.6998929
6,116334,Masjid Agung Menes,BGE-M3,Masjid Agung Magelang,Cacaban Magelang City Central Java Indonesia,JAWA TENGAH,MAGELANG,MERTOYUDAN,masjid,48.0,0.6998929
7,103953,Masjid Agung Menes,BGE-M3,Masjid Agung Magelang,Cacaban Magelang City Central Java Indonesia,JAWA TENGAH,KOTA MAGELANG,MAGELANG SELATAN,masjid,48.0,0.6998929
8,101129,Masjid Agung Menes,BGE-M3,Masjid Agung Magelang,Cacaban Magelang City Central Java Indonesia,JAWA TENGAH,MAGELANG,NGABLAK,masjid,48.0,0.6998929
9,107381,Masjid Agung Menes,BGE-M3,Masjid Agung, Jl Raya Timur Wanadadi Kayanan Banjarmangu Kec Banjarmangu Kab Banjarnegara Jawa Tengah 53452 Indonesia,JAWA TENGAH,BANJARNEGARA,BANJARMANGU,masjid,5.0,0.69780517
10,56290,Masjid Agung Menes,BGE-M3,MASJID AGUNG,Jl Masjid Cilimus Kec Cilimus Kabupaten Kuningan Jawa Barat 45556 Indonesia,JAWA BARAT,KUNINGAN,CIGANDAMEKAR,masjid,4.3,0.69780517
1,974,Masjid Nurul Iman,BGE-M3,Masjid Nurul Iman,Siruang Caringin Labuan Kalanganyar Pandeglang Kabupaten Pandeglang Banten 42264 Indonesia,BANTEN,PANDEGLANG,LABUAN,masjid,0.0,0.8771713
2,948,Masjid Nurul Iman,BGE-M3,Masjid Nurul-Iman,Cililitan Picung Pandeglang Regency Banten 42275 Indonesia,BANTEN,PANDEGLANG,PICUNG,masjid,0.0,0.8771713
3,688,Masjid Nurul Iman,BGE-M3,Masjid Nurul Iman,Kampung Jl Bojong Canar Menes Pandeglang Kabupaten Pandeglang Banten 42262 Indonesia,BANTEN,PANDEGLANG,BOJONG,masjid,3.5,0.8771713
4,674,Masjid Nurul Iman,BGE-M3,Masjid NURUL IMAN,Citumenggung Bojong Pandeglang Regency Banten 42274 Indonesia,BANTEN,PANDEGLANG,BOJONG,masjid,2.7,0.8771713
5,630,Masjid Nurul Iman,BGE-M3,Masjid Nurul iman,Sukadame Pagelaran Pandeglang Regency Banten 42265 Indonesia,BANTEN,PANDEGLANG,PAGELARAN,masjid,0.0,0.8771713
6,627,Masjid Nurul Iman,BGE-M3,Masjid Nurul Iman,Sukadame Pagelaran Pandeglang Regency Banten 42265 Indonesia,BANTEN,PANDEGLANG,PAGELARAN,masjid,0.0,0.8771713
7,544,Masjid Nurul Iman,BGE-M3,Masjid NURUL IMAN,Munjul Pandeglang Regency Banten 42276 Indonesia,BANTEN,PANDEGLANG,MUNJUL,masjid,0.0,0.8771713
8,316,Masjid Nurul Iman,BGE-M3,Masjid Nurul iman,Waringinjaya Cigeulis Pandeglang Regency Banten 42282 Indonesia,BANTEN,PANDEGLANG,CIGEULIS,masjid,0.0,0.8771713
9,172,Masjid Nurul Iman,BGE-M3,Masjid Nurul iman,Sudimanik-Cikeusik Curug Kec Cibaliung Kabupaten Pandeglang Banten 42285 Indonesia,BANTEN,PANDEGLANG,CIBALIUNG,masjid,2.0,0.8771713
10,63,Masjid Nurul Iman,BGE-M3,Masjid Nurul Iman,Garung Sumur Kertajaya Kec Sumur Kabupaten Pandeglang Banten 42283 Indonesia,BANTEN,PANDEGLANG,SUMUR,masjid,0.0,0.8771713
1,201571,Islamic Center,BGE-M3,Islamic Center,Capgawen Kedungwuni Tim Kec Kedungwuni Kabupaten Pekalongan Jawa Tengah 51173 Indonesia,JAWA TIMUR,SITUBONDO,MANGARAN,islamic_center,4.5,0.8648001
2,165251,Islamic Center,BGE-M3,Islamic Center, Prenggan Kotagede Yogyakarta City Special Region of Yogyakarta 55172 Indonesia,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,BERBAH,islamic_center,5.0,0.8648001
3,161424,Islamic Center,BGE-M3,Islamic Center, Prenggan Kotagede Yogyakarta City Special Region of Yogyakarta 55172 Indonesia,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,BANGUNTAPAN,islamic_center,5.0,0.8648001
4,154928,Islamic Center,BGE-M3,Islamic Center, Dusun Tengah Maos Lor Kec Maos Kabupaten Cilacap Jawa Tengah 53272 Indonesia,JAWA TENGAH,CILACAP,MAOS,islamic_center,41.0,0.8648001
5,150978,Islamic Center,BGE-M3,Islamic center,none,JAWA TENGAH,BREBES,SALEM,islamic_center,44.0,0.8648001
6,124300,Islamic Center,BGE-M3,Islamic center,Pasar Batang Brebes Regency Central Java Indonesia,JAWA TENGAH,BREBES,BANTARKAWUNG,islamic_center,44.0,0.8648001
7,123770,Islamic Center,BGE-M3,Islamic Center, Gg Diponegoro 2 Mulyoharjo Kec Pemalang Kabupaten Pemalang Jawa Tengah 52313 Indonesia,JAWA TENGAH,PEMALANG,ULUJAMI,islamic_center,0.0,0.8648001
8,113735,Islamic Center,BGE-M3,Islamic Center, Jl Pemuda Kedungdoro Leteh Kec Rembang Kabupaten Rembang Jawa Tengah 59217 Indonesia,JAWA TENGAH,REMBANG,SULANG,islamic_center,0.0,0.8648001
9,94567,Islamic Center,BGE-M3,ISLAMIC CENTER,Jl Cidugaleun Tanjungjaya Kec Cisaga Kabupaten Ciamis Jawa Barat 46386 Indonesia,JAWA BARAT,KOTA BANJAR,PATARUMAN,islamic_center,0.0,0.8648001
10,14210,Islamic Center,BGE-M3,Islamic Center,Jl Almanar Angsau Kec Pelaihari Kabupaten Tanah Laut Kalimantan Selatan 70812 Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,ADMINISTRASI KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,islamic_center,4.5,0.8648001
1,24878,Masjid Al Hikmah,BGE-M3,MASJID AL-HIIKMAH,Cisarua Bogor Regency West Java Indonesia,JAWA BARAT,BOGOR,CISARUA,masjid,5.0,0.8881962
2,50491,Masjid Al Hikmah,BGE-M3,Masjid Alhikmah,Manggungsari Rajapolah Tasikmalaya Regency West Java 46155 Indonesia,JAWA BARAT,TASIKMALAYA,RAJAPOLAH,masjid,0.0,0.8876065
3,47821,Masjid Al Hikmah,BGE-M3,Masjid Alhikmah,Deudeul Taraju Tasikmalaya Regency West Java 46474 Indonesia,JAWA BARAT,TASIKMALAYA,TARAJU,masjid,0.0,0.8876065
4,44863,Masjid Al Hikmah,BGE-M3,Masjid Alhikmah,Junti Linggamanik Kec Cikelet Kabupaten Garut Jawa Barat 44177 Indonesia,JAWA BARAT,GARUT,CIKELET,masjid,0.0,0.8876065
5,42288,Masjid Al Hikmah,BGE-M3,Masjid AlHikmah,Kp babakan galumpit RT02/RW07 Rancasalak Kec Kadungora Kabupaten Garut Jawa Barat 44153 Indonesia,JAWA BARAT,GARUT,KADUNGORA,masjid,0.0,0.8876065
6,32583,Masjid Al Hikmah,BGE-M3,Masjid Alhikmah,Girimulya Cibeber Cianjur Regency West Java 43262 Indonesia,JAWA BARAT,CIANJUR,CIBEBER,masjid,5.0,0.8876065
7,30382,Masjid Al Hikmah,BGE-M3,masjid Alhikmah,Pasir Datar Indah Sukabumi Regency West Java Indonesia,JAWA BARAT,SUKABUMI,CARINGIN,masjid,5.0,0.8876065
8,30066,Masjid Al Hikmah,BGE-M3,masjid alhikmah,Sikadamai Cicantayan Sukabumi Regency West Java 43155 Indonesia,JAWA BARAT,SUKABUMI,CICANTAYAN,masjid,4.7,0.8876065
9,30019,Masjid Al Hikmah,BGE-M3,masjid alhikmah,Sikadamai Cicantayan Sukabumi Regency West Java 43155 Indonesia,JAWA BARAT,SUKABUMI,CICANTAYAN,masjid,5.0,0.8876065
10,29262,Masjid Al Hikmah,BGE-M3,Masjid Alhikmah,Jl Cijami Padajaya Kec Jampang Kulon Kabupaten Sukabumi Jawa Barat 43178 Indonesia,JAWA BARAT,SUKABUMI,JAMPANGKULON,masjid,0.0,0.8876065
1,233747,Masjid Al Amin,BGE-M3,Masjid Al-Amin,Jl Sabang Jegong Sidorukun Kec Gresik Kabupaten Gresik Jawa Timur 61119 Indonesia,JAWA TIMUR,GRESIK,KEDAMEAN,masjid,4.8,0.91079247
2,230504,Masjid Al Amin,BGE-M3,Masjid Al Amin,Mosque ·  Tuwong Ngimbang,JAWA TIMUR,LAMONGAN,NGIMBANG,masjid,4.0,0.91079247
3,199779,Masjid Al Amin,BGE-M3,Masjid Al-Amin,Perum Pancoran Mas Pd Pancoran Mas Pancoran Kec Bondowoso Kabupaten Bondowoso Jawa Timur 68219 Indonesia,JAWA TIMUR,BONDOWOSO,TAMANAN,masjid,4.8,0.91079247
4,112423,Masjid Al Amin,BGE-M3,Masjid Al Amin, Condong Kulon Condongsari Kec Banyuurip Kabupaten Purworejo Jawa Tengah 54171 Indonesia,JAWA TENGAH,PURWOREJO,BANYUURIP,masjid,45.0,0.91079247
5,24184,Masjid Al Amin,BGE-M3,Masjid Al Amin,kp lewigoong Gintung Cilejet Parung Panjang Bogor Regency West Java 16360 Indonesia,JAWA BARAT,BOGOR,PARUNGPANJANG,masjid,4.5,0.9107924
6,21609,Masjid Al Amin,BGE-M3,Masjid Al Amin,Mosque ·  · Atas Bundaran 1 Jl Griya Alam Sentosa NoPerumahan,JAWA BARAT,BOGOR,CILEUNGSI,masjid,4.6,0.9107924
7,20575,Masjid Al Amin,BGE-M3,Masjid al Amin,Tlajung Udik Gunung Putri Bogor Regency West Java 16962 Indonesia,JAWA BARAT,BOGOR,GUNUNGPUTRI,masjid,4.7,0.9107924
8,18334,Masjid Al Amin,BGE-M3,Masjid Al Amin,North Gandaria South Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN,KEBAYORAN BARU,masjid,4.8,0.9107924
9,16177,Masjid Al Amin,BGE-M3,MASJID AL AMIN,East Kelapa Gading North Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA,KELAPA GADING,masjid,5.0,0.9107924
10,12493,Masjid Al Amin,BGE-M3,Masjid Al Amin,Jl Puri Krakatau Hijau Kotasari Kec Gerogol Kota Cilegon Banten 42436 Indonesia,BANTEN,KOTA CILEGON,GEROGOL,masjid,4.7,0.9107924
1,216697,Masjid Darussalam,BGE-M3,"Masjid ""DAARUSSALAM""",Jl Merapi Bedingin Sukorejo Kec Loceret Kabupaten Nganjuk Jawa Timur 64471 Indonesia,JAWA TIMUR,NGANJUK,LOCERET,masjid,4.4,0.8719568
2,215203,Masjid Darussalam,BGE-M3,Masjid Daarussalam,Gedang Ploso Tembelang Kec Jombang Kabupaten Jombang Jawa Timur 61453 Indonesia,JAWA TIMUR,JOMBANG,PLOSO,masjid,0.0,0.8719568
3,150305,Masjid Darussalam,BGE-M3,Masjid Daarussalam,Limbangan Brebes Regency Central Java Indonesia,JAWA TENGAH,BREBES,KERSANA,masjid,43.0,0.8719568
4,131775,Masjid Darussalam,BGE-M3,Masjid Daarussalam,Jobokuto Jepara Regency Central Java Indonesia,JAWA TENGAH,JEPARA,JEPARA,masjid,0.0,0.8719568
5,58617,Masjid Darussalam,BGE-M3,Masjid Daarussalam,Slangit Klangenan Cirebon West Java 45156 Indonesia,JAWA BARAT,CIREBON,PALIMANAN,masjid,4.9,0.8719568
6,9439,Masjid Darussalam,BGE-M3,Masjid DARUSSALAM,Mosque · Jl Sadewa Blok No Jl Sadewa Blok H15 No3,BANTEN,SERANG,CIKANDE,masjid,4.0,0.8702526
7,9266,Masjid Darussalam,BGE-M3,Masjid Darussalam,laban Puser Kec Tirtayasa Kabupaten Serang Banten 42193 Indonesia,BANTEN,SERANG,TIRTAYASA,masjid,4.3,0.8702526
8,8662,Masjid Darussalam,BGE-M3,Masjid Darussalam,Jl Wadasari Ciranggon Kec Bojonegara Kabupaten Serang Banten 42454 Indonesia,BANTEN,SERANG,BOJONEGARA,masjid,4.5,0.8702526
9,8022,Masjid Darussalam,BGE-M3,Masjid Darussalam,Cikasungka Tangerang Regency Banten Indonesia,BANTEN,TANGERANG,SOLEAR,masjid,4.9,0.8702526
10,6700,Masjid Darussalam,BGE-M3,Masjid Darussalam,Jl Mulya Asri 1 Sukamulya Kec Cikupa Kabupaten Tangerang Banten 15710 Indonesia,BANTEN,TANGERANG,CIKUPA,masjid,4.7,0.8702526
1,189778,Masjid Baitul Makmur,BGE-M3,Masjid Bahtul Makmur,Candi Lor Sumberejo Kec Candipuro Kabupaten Lumajang Jawa Timur 67373 Indonesia,JAWA TIMUR,LUMAJANG,CANDIPURO,masjid,0.0,0.8605168
2,191103,Masjid Baitul Makmur,BGE-M3,Masjid Bhaitul Makmur,Kloposawit Bodang Kec Padang Kabupaten Lumajang Jawa Timur 67352 Indonesia,JAWA TIMUR,LUMAJANG,PADANG,masjid,4.8,0.8416147
3,49483,Masjid Baitul Makmur,BGE-M3,Masjid Baitul Makmur,Sukarame Tasikmalaya Regency West Java 46461 Indonesia,JAWA BARAT,TASIKMALAYA,SUKARAME,masjid,4.7,0.84037465
4,42252,Masjid Baitul Makmur,BGE-M3,Masjid Baitul Makmur,Talagasari Kadungora Garut Regency West Java 44153 Indonesia,JAWA BARAT,GARUT,KADUNGORA,masjid,5.0,0.84037465
5,24172,Masjid Baitul Makmur,BGE-M3,MASJID BAITUL MAKMUR,Kabasiran Bogor Regency West Java Indonesia,JAWA BARAT,BOGOR,PARUNGPANJANG,masjid,5.0,0.84037465
6,21218,Masjid Baitul Makmur,BGE-M3,Masjid Baitul makmur,desa pendua Sentul Kec Babakan Madang Kabupaten Bogor Jawa Barat 16810 Indonesia,JAWA BARAT,BOGOR,BABAKAN MADANG,masjid,0.0,0.84037465
7,19070,Masjid Baitul Makmur,BGE-M3,MASJID BAITUL MAKMUR,Rawamangun East Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA TIMUR,PULOGADUNG,masjid,4.6,0.84037465
8,16550,Masjid Baitul Makmur,BGE-M3,Masjid Baitul Makmur,Jl Tanjung Gedong RT3/RW8 Tomang Kec Grogol petamburan Kota Jakarta Barat Daerah Khusus Ibukota Jakarta 11440 Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA BARAT,GROGOL PETAMBURAN,masjid,4.7,0.84037465
9,15488,Masjid Baitul Makmur,BGE-M3,Masjid Baitul Makmur,Tanjung Priok North Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA,TANJUNG PRIOK,masjid,4.7,0.84037465
10,11732,Masjid Baitul Makmur,BGE-M3,Masjid Baitul Makmur,Jl Perum PD Makmur A-1 RT 001%2F04 Gebang Raya Periuk Tangerang Banten RT002/RW001 Periuk Jaya Kec Periuk Kota Tangerang Banten 15131 Indonesia,BANTEN,KOTA TANGERANG,PERIUK,masjid,3.5,0.84037465
