rank,document_ID,query,model,name,address,provinsi,kabko,kecamatan,mosque_type,rating,similarity
6,47040,Masjid Agung Tasikmalaya,E5-Large,"Masjid Agung Cibalong, Kabupaten Tasikmalaya",Girikencana Parungponteng Tasikmalaya Regency West Java 46185 Indonesia,JAWA BARAT,TASIKMALAYA,CIBALONG,masjid,4.5,0.9133793
7,27281,Masjid Agung Tasikmalaya,E5-Large,Masjid Agung Tegal,Cibodas Sukabumi Regency West Java Indonesia,JAWA BARAT,SUKABUMI,CIKAKAK,masjid,5.0,0.9104103
8,94146,Masjid Agung Tasikmalaya,E5-Large,Masjid SMAN 8 Tasikmalaya,Mulyasari Tasikmalaya Regency West Java Indonesia,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,masjid,0.0,0.90415144
9,132690,Masjid Agung Tasikmalaya,E5-Large,Masjid Agung Demak,Bintoro Demak Regency Central Java Indonesia,JAWA TENGAH,DEMAK,BONANG,masjid,47.0,0.90205264
10,117363,Masjid Agung Tasikmalaya,E5-Large,Masjid Agung Demak,Bintoro Demak Regency Central Java Indonesia,JAWA TENGAH,DEMAK,MRANGGEN,masjid,47.0,0.90205264
1,692,Masjid Agung Menes,E5-Large,Masjid Agung Menes (Pandeglang),Jl Perintis Kemerdekaan No02 Purwaraja Kec Menes Kabupaten Pandeglang Banten 42262 Indonesia,BANTEN,PANDEGLANG,BOJONG,masjid,4.4,0.9211947
2,42161,Masjid Agung Menes,E5-Large,Masjid Besar Leles,Jalan Raya Salamnunggal Leles Garut Regency West Java 44152 Indonesia,JAWA BARAT,GARUT,LELES,masjid,4.8,0.8977732
3,42044,Masjid Agung Menes,E5-Large,Masjid Besar Leles,Jalan Raya Salamnunggal Leles Garut Regency West Java 44152 Indonesia,JAWA BARAT,GARUT,LELES,masjid,4.8,0.8977732
4,117420,Masjid Agung Menes,E5-Large,Masjid Agung Jetis, Jetis Dawung Kec Tegalrejo Kabupaten Magelang Jawa Tengah 56192 Indonesia,JAWA TENGAH,MAGELANG,TEGALREJO,masjid,48.0,0.89631593
5,150935,Masjid Agung Menes,E5-Large,Masjid Besar Getas,none,JAWA TENGAH,BLORA,CEPU,masjid,48.0,0.89543813
6,132266,Masjid Agung Menes,E5-Large,Masjid Besar Getas, Getas Kacamatan Sub-District Kabupaten Blora Jawa Tengah 58383 Indonesia,JAWA TENGAH,BLORA,RANDUBLATUNG,masjid,48.0,0.89543813
7,138443,Masjid Agung Menes,E5-Large,Masjid Agung Getas, Unnamed Road Area Sawah & Hutan Pitrosari Kec Wonoboyo Kabupaten Temanggung Jawa Tengah 56266 Indonesia,JAWA TENGAH,TEMANGGUNG,WONOBOYO,masjid,4.0,0.8951678
8,36107,Masjid Agung Menes,E5-Large,Masjid Agung Leles,Pusakasari Leles Cianjur Regency West Java 43273 Indonesia,JAWA BARAT,CIANJUR,LELES,masjid,4.6,0.8943459
9,113827,Masjid Agung Menes,E5-Large,Masjid Agung Bendo, Bendo Kec Sluke Kabupaten Rembang Jawa Tengah 59272 Indonesia,JAWA TENGAH,REMBANG,SLUKE,masjid,42.0,0.89007354
10,96164,Masjid Agung Menes,E5-Large,Masjid BESAR SUNAN GESENG, Kauman Barat Bagelen Kec Bagelen Kabupaten Purworejo Jawa Tengah 54174 Indonesia,JAWA TENGAH,PURWOREJO,BAGELEN,masjid,44.0,0.88806653
1,2770,Masjid Nurul Iman,E5-Large,MASJID NURUL IMMAN,Leuwidamar Lebak Regency Banten 42362 Indonesia,BANTEN,LEBAK,LEUWIDAMAR,masjid,5.0,0.9694178
2,2744,Masjid Nurul Iman,E5-Large,MASJID NURUL IMMAN,none,BANTEN,LEBAK,LEUWIDAMAR,masjid,5.0,0.9694178
3,688,Masjid Nurul Iman,E5-Large,Masjid Nurul Iman,Kampung Jl Bojong Canar Menes Pandeglang Kabupaten Pandeglang Banten 42262 Indonesia,BANTEN,PANDEGLANG,BOJONG,masjid,3.5,0.9649745
4,674,Masjid Nurul Iman,E5-Large,Masjid NURUL IMAN,Citumenggung Bojong Pandeglang Regency Banten 42274 Indonesia,BANTEN,PANDEGLANG,BOJONG,masjid,2.7,0.9649745
5,630,Masjid Nurul Iman,E5-Large,Masjid Nurul iman,Sukadame Pagelaran Pandeglang Regency Banten 42265 Indonesia,BANTEN,PANDEGLANG,PAGELARAN,masjid,0.0,0.9649745
6,627,Masjid Nurul Iman,E5-Large,Masjid Nurul Iman,Sukadame Pagelaran Pandeglang Regency Banten 42265 Indonesia,BANTEN,PANDEGLANG,PAGELARAN,masjid,0.0,0.9649745
7,544,Masjid Nurul Iman,E5-Large,Masjid NURUL IMAN,Munjul Pandeglang Regency Banten 42276 Indonesia,BANTEN,PANDEGLANG,MUNJUL,masjid,0.0,0.9649745
8,419,Masjid Nurul Iman,E5-Large,Masjid Nurul Iman,bakung Padamulya Kec Angsana Kabupaten Pandeglang Banten 42277 Indonesia,BANTEN,PANDEGLANG,ANGSANA,masjid,5.0,0.9649745
9,316,Masjid Nurul Iman,E5-Large,Masjid Nurul iman,Waringinjaya Cigeulis Pandeglang Regency Banten 42282 Indonesia,BANTEN,PANDEGLANG,CIGEULIS,masjid,0.0,0.9649745
10,285,Masjid Nurul Iman,E5-Large,Masjid Nurul Iman,Karyabuana Cigeulis Pandeglang Regency Banten 42282 Indonesia,BANTEN,PANDEGLANG,CIGEULIS,masjid,5.0,0.9649745
1,161424,Islamic Center,E5-Large,Islamic Center, Prenggan Kotagede Yogyakarta City Special Region of Yogyakarta 55172 Indonesia,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,BANGUNTAPAN,islamic_center,5.0,0.9408134
2,154928,Islamic Center,E5-Large,Islamic Center, Dusun Tengah Maos Lor Kec Maos Kabupaten Cilacap Jawa Tengah 53272 Indonesia,JAWA TENGAH,CILACAP,MAOS,islamic_center,41.0,0.9408134
3,150978,Islamic Center,E5-Large,Islamic center,none,JAWA TENGAH,BREBES,SALEM,islamic_center,44.0,0.9408134
4,124300,Islamic Center,E5-Large,Islamic center,Pasar Batang Brebes Regency Central Java Indonesia,JAWA TENGAH,BREBES,BANTARKAWUNG,islamic_center,44.0,0.9408134
5,123770,Islamic Center,E5-Large,Islamic Center, Gg Diponegoro 2 Mulyoharjo Kec Pemalang Kabupaten Pemalang Jawa Tengah 52313 Indonesia,JAWA TENGAH,PEMALANG,ULUJAMI,islamic_center,0.0,0.9408134
6,122078,Islamic Center,E5-Large,Islamic Center, Capgawen Kedungwuni Tim Kec Kedungwuni Kabupaten Pekalongan Jawa Tengah 51173 Indonesia,JAWA TENGAH,PEKALONGAN,KANDANGSERANG,islamic_center,45.0,0.9408134
7,121845,Islamic Center,E5-Large,Islamic center, Simpang Terusan Muara Bulian Batang Hari Regency Jambi 36611 Indonesia,JAWA TENGAH,BATANG,TULIS,islamic_center,5.0,0.9408134
8,113735,Islamic Center,E5-Large,Islamic Center, Jl Pemuda Kedungdoro Leteh Kec Rembang Kabupaten Rembang Jawa Tengah 59217 Indonesia,JAWA TENGAH,REMBANG,SULANG,islamic_center,0.0,0.9408134
9,94567,Islamic Center,E5-Large,ISLAMIC CENTER,Jl Cidugaleun Tanjungjaya Kec Cisaga Kabupaten Ciamis Jawa Barat 46386 Indonesia,JAWA BARAT,KOTA BANJAR,PATARUMAN,islamic_center,0.0,0.9408134
10,14210,Islamic Center,E5-Large,Islamic Center,Jl Almanar Angsau Kec Pelaihari Kabupaten Tanah Laut Kalimantan Selatan 70812 Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,ADMINISTRASI KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,islamic_center,4.5,0.9408134
1,24878,Masjid Al Hikmah,E5-Large,MASJID AL-HIIKMAH,Cisarua Bogor Regency West Java Indonesia,JAWA BARAT,BOGOR,CISARUA,masjid,5.0,0.9607038
2,175569,Masjid Al Hikmah,E5-Large,Masjid alhikmah,Dadapan Dermojayan Kec Srengat Kabupaten Blitar Jawa Timur 66152 Indonesia,JAWA TIMUR,BLITAR,SRENGAT,masjid,4.7,0.9564207
3,146918,Masjid Al Hikmah,E5-Large,Masjid Alhikmah, Jl Raya Ciledug - Ketanggungan Ketanggungan Padakaton Kec Ketanggungan Kabupaten Brebes Jawa Tengah 52263 Indonesia,JAWA TENGAH,BREBES,KETANGGUNGAN,masjid,48.0,0.9564207
4,83865,Masjid Al Hikmah,E5-Large,Masjid Alhikmah,Sukasari Gununghalu West Bandung Regency West Java 40565 Indonesia,JAWA BARAT,BANDUNG BARAT,GUNUNGHALU,masjid,5.0,0.9564207
5,65914,Masjid Al Hikmah,E5-Large,Masjid alhikmah,Galudra Cimalaka Sumedang Regency West Java 45353 Indonesia,JAWA BARAT,SUMEDANG,CIMALAKA,masjid,3.0,0.9564207
6,47821,Masjid Al Hikmah,E5-Large,Masjid Alhikmah,Deudeul Taraju Tasikmalaya Regency West Java 46474 Indonesia,JAWA BARAT,TASIKMALAYA,TARAJU,masjid,0.0,0.9564207
7,44863,Masjid Al Hikmah,E5-Large,Masjid Alhikmah,Junti Linggamanik Kec Cikelet Kabupaten Garut Jawa Barat 44177 Indonesia,JAWA BARAT,GARUT,CIKELET,masjid,0.0,0.9564207
8,32884,Masjid Al Hikmah,E5-Large,Masjid AlHikmah,Ciranjang Cianjur Regency West Java 43282 Indonesia,JAWA BARAT,CIANJUR,CIRANJANG,masjid,5.0,0.9564207
9,32583,Masjid Al Hikmah,E5-Large,Masjid Alhikmah,Girimulya Cibeber Cianjur Regency West Java 43262 Indonesia,JAWA BARAT,CIANJUR,CIBEBER,masjid,5.0,0.9564207
10,30382,Masjid Al Hikmah,E5-Large,masjid Alhikmah,Pasir Datar Indah Sukabumi Regency West Java Indonesia,JAWA BARAT,SUKABUMI,CARINGIN,masjid,5.0,0.9564207
1,16177,Masjid Al Amin,E5-Large,MASJID AL AMIN,East Kelapa Gading North Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA,KELAPA GADING,masjid,5.0,0.9775809
2,16053,Masjid Al Amin,E5-Large,Masjid al-amin,West Pademangan North Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA,PADEMANGAN,masjid,5.0,0.9775809
3,15709,Masjid Al Amin,E5-Large,Masjid Al - Amin,South Rawabadak North Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA UTARA,KOJA,masjid,4.6,0.9775809
4,13148,Masjid Al Amin,E5-Large,Masjid AL-Amin,Kalang Anyar Taktakan Serang City Banten 42162 Indonesia,BANTEN,KOTA SERANG,TAKTAKAN,masjid,5.0,0.9775809
5,8661,Masjid Al Amin,E5-Large,Masjid Al-Amin,Jl Ky H Abdul Kohar Gg Bunt Bojonegara Kec Bojonegara Kabupaten Serang Banten 42455 Indonesia,BANTEN,SERANG,BOJONEGARA,masjid,4.4,0.9775809
6,7280,Masjid Al Amin,E5-Large,Masjid Al Amin,kpcelong Situ Gadung Kec Pagedangan Kabupaten Tangerang Banten 15338 Indonesia,BANTEN,TANGERANG,PAGEDANGAN,masjid,4.7,0.9775809
7,3364,Masjid Al Amin,E5-Large,Masjid Al Amin,Jl Cihamerang Jl Raya Bojongmanik Rangkasbitung Bar Kec Rangkasbitung Kabupaten Lebak Banten 42312 Indonesia,BANTEN,LEBAK,RANGKASBITUNG,masjid,5.0,0.9775809
8,1064,Masjid Al Amin,E5-Large,Masjid Al-Amin,Kampung Kedung Tanggay Tengah Menes Kec Menes Kabupaten Pandeglang Banten 42262 Indonesia,BANTEN,PANDEGLANG,MENES,masjid,0.0,0.9775809
9,556,Masjid Al Amin,E5-Large,Masjid Al-Amin,Kampung Cikupaeuen Munjul Pandeglang Munjul Kec Munjul Kabupaten Pandeglang Banten 42276 Indonesia,BANTEN,PANDEGLANG,MUNJUL,masjid,0.0,0.9775809
10,187,Masjid Al Amin,E5-Large,Masjid Al-Amin,Cijengkol Cibaliung Cibaliung Kec Cibaliung Kabupaten Pandeglang Banten 42285 Indonesia,BANTEN,PANDEGLANG,CIBALIUNG,masjid,0.0,0.9775809
1,204673,Masjid Darussalam,E5-Large,Masjid darusalam,Karang Timur Sibon Kec Pasrepan Pasuruan Jawa Timur 67175 Indonesia,JAWA TIMUR,PASURUAN,PASREPAN,masjid,3.7,0.96433026
2,171679,Masjid Darussalam,E5-Large,Masjid Darusalam,Tenggong Sawahan Kec Watulimo Kabupaten Trenggalek Jawa Timur 66382 Indonesia,JAWA TIMUR,TRENGGALEK,WATULIMO,masjid,5.0,0.96433026
3,118995,Masjid Darussalam,E5-Large,Masjid Darusalam, Tirtomulyo Gergunung Klaten Utara Klaten Regency Central Java 57434 Indonesia,JAWA TENGAH,KLATEN,KLATEN UTARA,masjid,47.0,0.96433026
4,94939,Masjid Darussalam,E5-Large,Masjid Darusalam, Tompak Dusun I Tarubatang Kec Selo Kabupaten Boyolali Jawa Tengah 57363 Indonesia,JAWA TENGAH,BOYOLALI,SELO,masjid,5.0,0.9643302
5,71073,Masjid Darussalam,E5-Large,Masjid darusalam,Kpkaum RT009/RW003 Campakasari Kec Campaka Kabupaten Purwakarta Jawa Barat 41181 Indonesia,JAWA BARAT,PURWAKARTA,CAMPAKA,masjid,0.0,0.9643302
6,69644,Masjid Darussalam,E5-Large,Masjid Darusalam,Patimban Subang Regency West Java Indonesia,JAWA BARAT,SUBANG,PUSAKANAGARA,masjid,0.0,0.9643302
7,55654,Masjid Darussalam,E5-Large,Masjid Darusalam,Desa Cibuntu RT01/RW02 Pasawahan Kec Pasawahan Kabupaten Kuningan Jawa Barat 45559 Indonesia,JAWA BARAT,KUNINGAN,PASAWAHAN,masjid,4.8,0.9643302
8,55110,Masjid Darussalam,E5-Large,Masjid Darusalam,Desa Cibuntu RT01/RW02 Pasawahan Kec Pasawahan Kabupaten Kuningan Jawa Barat 45559 Indonesia,JAWA BARAT,KUNINGAN,MANDIRANCAN,masjid,4.8,0.9643302
9,46278,Masjid Darussalam,E5-Large,Masjid Darusalam,Cipatujah Tasikmalaya Regency West Java 46189 Indonesia,JAWA BARAT,TASIKMALAYA,CIPATUJAH,masjid,4.5,0.9643302
10,44778,Masjid Darussalam,E5-Large,Masjid darusalam,Cigaronggong Cibalong Garut Regency West Java 44176 Indonesia,JAWA BARAT,GARUT,CIBALONG,masjid,0.0,0.9643302
1,191103,Masjid Baitul Makmur,E5-Large,Masjid Bhaitul Makmur,Kloposawit Bodang Kec Padang Kabupaten Lumajang Jawa Timur 67352 Indonesia,JAWA TIMUR,LUMAJANG,PADANG,masjid,4.8,0.9588351
2,189778,Masjid Baitul Makmur,E5-Large,Masjid Bahtul Makmur,Candi Lor Sumberejo Kec Candipuro Kabupaten Lumajang Jawa Timur 67373 Indonesia,JAWA TIMUR,LUMAJANG,CANDIPURO,masjid,0.0,0.95693755
3,216777,Masjid Baitul Makmur,E5-Large,Masjid Baitul Makmur,Pace Wetan Kec Pace Kabupaten Nganjuk Jawa Timur 64472 Indonesia,JAWA TIMUR,NGANJUK,PACE,masjid,0.0,0.9556807
4,207972,Masjid Baitul Makmur,E5-Large,Masjid Baitul Makmur,Ngingas Tambakrejo Kec Krembung Kabupaten Sidoarjo Jawa Timur 61275 Indonesia,JAWA TIMUR,SIDOARJO,KREMBUNG,masjid,4.8,0.9556807
5,199582,Masjid Baitul Makmur,E5-Large,MASJID BAITUL MAKMUR,Bulurejo Tegalrejo Kec Tegalsari Kabupaten Banyuwangi Jawa Timur 68485 Indonesia,JAWA TIMUR,BANYUWANGI,TEGALSARI,masjid,4.9,0.9556807
6,159830,Masjid Baitul Makmur,E5-Large,Masjid Baitul Makmur, Tegalrejo HW Kokap Sambeng Hargorejo Kec Wates Kabupaten Kulon Progo Daerah Istimewa Yogyakarta 55653 Indonesia,DAERAH ISTIMEWA YOGYAKARTA,KULON PROGO,KOKAP,masjid,5.0,0.9556807
7,102638,Masjid Baitul Makmur,E5-Large,Masjid Baitul Makmur,Kedunglengkong Boyolali Regency Central Java Indonesia,JAWA TENGAH,BOYOLALI,ANDONG,masjid,49.0,0.9556807
8,67662,Masjid Baitul Makmur,E5-Large,Masjid Baitul Makmur,Terusan Indramayu Regency West Java Indonesia,JAWA BARAT,INDRAMAYU,INDRAMAYU,masjid,4.5,0.9556807
9,49483,Masjid Baitul Makmur,E5-Large,Masjid Baitul Makmur,Sukarame Tasikmalaya Regency West Java 46461 Indonesia,JAWA BARAT,TASIKMALAYA,SUKARAME,masjid,4.7,0.95568067
10,42252,Masjid Baitul Makmur,E5-Large,Masjid Baitul Makmur,Talagasari Kadungora Garut Regency West Java 44153 Indonesia,JAWA BARAT,GARUT,KADUNGORA,masjid,5.0,0.95568067
