rank,document_ID,query,model,name,address,provinsi,kabko,kecamatan,mosque_type,rating,similarity
10,64550,Masjid Istiqlal Jakarta,MPNet,Masjid Al-Awal Indonesia,Gunungmanik Sumedang Regency West Java Indonesia,JAWA BARAT,SUMEDANG,TANJUNGSARI,masjid,5.0,0.9146545
1,46506,Masjid Agung Tasikmalaya,MPNet,Masjid Agung Karangnunggal Tasela,Karangnunggal Tasikmalaya Regency West Java 46186 Indonesia,JAWA BARAT,TASIKMALAYA,KARANGNUNGGAL,masjid,0.0,0.9240266
2,144551,Masjid Agung Tasikmalaya,MPNet,Masjid Baitut Taqwakaranganom, Tambak Rojo Karanganom Kec Weleri Kabupaten Kendal Jawa Tengah 51355 Indonesia,JAWA TENGAH,KENDAL,ROWOSARI,masjid,48.0,0.9085118
3,120487,Masjid Agung Tasikmalaya,MPNet,Masjid Baitut Taqwakaranganom, Tambak Rojo Karanganom Kec Weleri Kabupaten Kendal Jawa Tengah 51355 Indonesia,JAWA TENGAH,KENDAL,WELERI,masjid,48.0,0.9085118
4,47040,Masjid Agung Tasikmalaya,MPNet,"Masjid Agung Cibalong, Kabupaten Tasikmalaya",Girikencana Parungponteng Tasikmalaya Regency West Java 46185 Indonesia,JAWA BARAT,TASIKMALAYA,CIBALONG,masjid,4.5,0.90779704
5,95754,Masjid Agung Tasikmalaya,MPNet,MASJID AGUNG AT TAQWA KUTOWINANGUN,Kutowinangun Kebumen Regency Central Java Indonesia,JAWA TENGAH,KEBUMEN,KUTOWINANGUN,masjid,46.0,0.90476
6,108500,Masjid Agung Tasikmalaya,MPNet,Masjid AT TAQWA Tawangmangu, Jalan Raya Nano Tawangmangu Karanganyar Regency Central Java 57792 Indonesia,JAWA TENGAH,KARANGANYAR,TAWANGMANGU,masjid,47.0,0.9040233
7,112233,Masjid Agung Tasikmalaya,MPNet,Masjid Agung Tawangsari, Ketawang Tawangsari Kec Kaligesing Kabupaten Purworejo Jawa Tengah 54175 Indonesia,JAWA TENGAH,PURWOREJO,KALIGESING,masjid,5.0,0.90101635
8,105236,Masjid Agung Tasikmalaya,MPNet,Masjid Agung Tawangsari, Dua Kateguhan Kec Tawangsari Kabupaten Sukoharjo Jawa Tengah 57561 Indonesia,JAWA TENGAH,SUKOHARJO,TAWANGSARI,masjid,46.0,0.90101635
9,112379,Masjid Agung Tasikmalaya,MPNet,Masjid Besar At-Taqwa Kecamatan Randublatung, Randublatung Kec Randublatung Kabupaten Blora Jawa Tengah 58382 Indonesia,JAWA TENGAH,BLORA,RANDUBLATUNG,masjid,47.0,0.9007609
10,205645,Masjid Agung Tasikmalaya,MPNet,Masjid Tawang Rejo,Jasem Tawang Rejo Kec Pandaan Pasuruan Jawa Timur 67156 Indonesia,JAWA TIMUR,PASURUAN,PANDAAN,masjid,4.8,0.89839494
1,180802,Masjid Agung Menes,MPNet,Masjid Besar Nurul Mannan,Jl Raya Kediri - Nganjuk Banyakan Kec Banyakan Kabupaten Kediri Jawa Timur 64157 Indonesia,JAWA TIMUR,KEDIRI,BANYAKAN,masjid,4.5,0.8556737
2,117406,Masjid Agung Menes,MPNet,Masjid Agung Derso, Derso Dawung Kec Tegalrejo Kabupaten Magelang Jawa Tengah 56192 Indonesia,JAWA TENGAH,MAGELANG,TEGALREJO,masjid,49.0,0.8501037
3,64055,Masjid Agung Menes,MPNet,Masjid Agung Situraja,Situraja Sumedang Regency West Java Indonesia,JAWA BARAT,SUMEDANG,SITURAJA,masjid,4.6,0.8464198
4,83590,Masjid Agung Menes,MPNet,Masjid agung cimarel,Sukaresmi Rongga West Bandung Regency West Java 40556 Indonesia,JAWA BARAT,BANDUNG BARAT,RONGGA,masjid,5.0,0.84608227
5,178817,Masjid Agung Menes,MPNet,Masjid Besar Assholihin-Semen,Semen Kediri Regency East Java Indonesia,JAWA TIMUR,KEDIRI,SEMEN,masjid,4.8,0.84505844
6,178678,Masjid Agung Menes,MPNet,Masjid Besar Assholihin-Semen,Semen Kediri Regency East Java Indonesia,JAWA TIMUR,KEDIRI,SEMEN,masjid,4.8,0.84505844
7,119608,Masjid Agung Menes,MPNet,Masjid Agung Gowah, Gowah Balong Bringinsari Sukorejo Kendal Regency Central Java 51363 Indonesia,JAWA TENGAH,KENDAL,SUKOREJO,masjid,5.0,0.843731
8,186039,Masjid Agung Menes,MPNet,Masjid Agung Annur,Bululawang Malang Regency East Java Indonesia,JAWA TIMUR,MALANG,BULULAWANG,masjid,4.7,0.84284604
9,113827,Masjid Agung Menes,MPNet,Masjid Agung Bendo, Bendo Kec Sluke Kabupaten Rembang Jawa Tengah 59272 Indonesia,JAWA TENGAH,REMBANG,SLUKE,masjid,42.0,0.84241086
10,116092,Masjid Agung Menes,MPNet,Baitul Mannan Mosque,Kalipucang Wetan Jepara Regency Central Java Indonesia,JAWA TENGAH,JEPARA,WELAHAN,masjid,49.0,0.84229994
1,2770,Masjid Nurul Iman,MPNet,MASJID NURUL IMMAN,Leuwidamar Lebak Regency Banten 42362 Indonesia,BANTEN,LEBAK,LEUWIDAMAR,masjid,5.0,0.95616597
2,2744,Masjid Nurul Iman,MPNet,MASJID NURUL IMMAN,none,BANTEN,LEBAK,LEUWIDAMAR,masjid,5.0,0.95616597
3,206272,Masjid Nurul Iman,MPNet,Mosque of Nurul Iman,Waru Lunyuh Oro-Oro Ombokulon Kec Rembang Pasuruan Jawa Timur 67152 Indonesia,JAWA TIMUR,PASURUAN,REMBANG,masjid,5.0,0.9536765
4,89021,Masjid Nurul Iman,MPNet,Masjid Nurul Izza,Margasari Bandung City West Java Indonesia,JAWA BARAT,KOTA BANDUNG,BUAHBATU,masjid,4.3,0.9348384
5,89386,Masjid Nurul Iman,MPNet,Masjid Baiturrohman Imdad,Palasari Cibiru Bandung City West Java 40615 Indonesia,JAWA BARAT,KOTA BANDUNG,CIBIRU,masjid,4.6,0.9337014
6,109304,Masjid Nurul Iman,MPNet,Masjid Baiturohman Nurul ikhsan, Jaraksari Klirong Kec Klirong Kabupaten Kebumen Jawa Tengah 54381 Indonesia,JAWA TENGAH,KEBUMEN,KLIRONG,masjid,5.0,0.93188953
7,165663,Masjid Nurul Iman,MPNet,Masjid Iman Nur (ꦩꦱ꧀ꦗꦶꦣ꧀ꦆꦩꦤ꧀ꦤꦸꦂ),Wedomartani Sleman Regency Special Region of Yogyakarta Indonesia,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,NGEMPLAK,masjid,48.0,0.9311127
8,76639,Masjid Nurul Iman,MPNet,Masjid Nurul Ikhwan,Desa Krajan Pangulah Sel Kec Kota Baru Karawang Jawa Barat 41374 Indonesia,JAWA BARAT,KARAWANG,KOTA BARU,masjid,4.5,0.9301914
9,29293,Masjid Nurul Iman,MPNet,Masjid Nurul ikhwan,Jampang Kulon-Surade Ciparay Kec Jampang Kulon Kabupaten Sukabumi Jawa Barat 43178 Indonesia,JAWA BARAT,SUKABUMI,JAMPANGKULON,masjid,5.0,0.9301913
10,28211,Masjid Nurul Iman,MPNet,Masjid Nurul-Ikhwan,Cihanjawar Nagrak Sukabumi Regency West Java 43356 Indonesia,JAWA BARAT,SUKABUMI,NAGRAK,masjid,5.0,0.9301913
1,201571,Islamic Center,MPNet,Islamic Center,Capgawen Kedungwuni Tim Kec Kedungwuni Kabupaten Pekalongan Jawa Tengah 51173 Indonesia,JAWA TIMUR,SITUBONDO,MANGARAN,islamic_center,4.5,0.99123
2,165251,Islamic Center,MPNet,Islamic Center, Prenggan Kotagede Yogyakarta City Special Region of Yogyakarta 55172 Indonesia,DAERAH ISTIMEWA YOGYAKARTA,SLEMAN,BERBAH,islamic_center,5.0,0.99123
3,161424,Islamic Center,MPNet,Islamic Center, Prenggan Kotagede Yogyakarta City Special Region of Yogyakarta 55172 Indonesia,DAERAH ISTIMEWA YOGYAKARTA,BANTUL,BANGUNTAPAN,islamic_center,5.0,0.99123
4,154928,Islamic Center,MPNet,Islamic Center, Dusun Tengah Maos Lor Kec Maos Kabupaten Cilacap Jawa Tengah 53272 Indonesia,JAWA TENGAH,CILACAP,MAOS,islamic_center,41.0,0.99123
5,150978,Islamic Center,MPNet,Islamic center,none,JAWA TENGAH,BREBES,SALEM,islamic_center,44.0,0.99123
6,124300,Islamic Center,MPNet,Islamic center,Pasar Batang Brebes Regency Central Java Indonesia,JAWA TENGAH,BREBES,BANTARKAWUNG,islamic_center,44.0,0.99123
7,123770,Islamic Center,MPNet,Islamic Center, Gg Diponegoro 2 Mulyoharjo Kec Pemalang Kabupaten Pemalang Jawa Tengah 52313 Indonesia,JAWA TENGAH,PEMALANG,ULUJAMI,islamic_center,0.0,0.99123
8,113735,Islamic Center,MPNet,Islamic Center, Jl Pemuda Kedungdoro Leteh Kec Rembang Kabupaten Rembang Jawa Tengah 59217 Indonesia,JAWA TENGAH,REMBANG,SULANG,islamic_center,0.0,0.99123
9,94567,Islamic Center,MPNet,ISLAMIC CENTER,Jl Cidugaleun Tanjungjaya Kec Cisaga Kabupaten Ciamis Jawa Barat 46386 Indonesia,JAWA BARAT,KOTA BANJAR,PATARUMAN,islamic_center,0.0,0.99123
10,14210,Islamic Center,MPNet,Islamic Center,Jl Almanar Angsau Kec Pelaihari Kabupaten Tanah Laut Kalimantan Selatan 70812 Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,ADMINISTRASI KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,islamic_center,4.5,0.99123
1,45056,Masjid Al Hikmah,MPNet,Masjid AL HIKHMAH,RT/02/RW/12 Mekarjaya Kec Bungbulang Kabupaten Garut Jawa Barat 44165 Indonesia,JAWA BARAT,GARUT,BUNGBULANG,masjid,0.0,0.9932628
2,218498,Masjid Al Hikmah,MPNet,Masjid Al Hikhmah,Banggle Lengkong Hutan Sumbermiri Nganjuk Kabupaten Nganjuk Jawa Timur 64393 Indonesia,JAWA TIMUR,NGANJUK,LENGKONG,masjid,0.0,0.99326277
3,57750,Masjid Al Hikmah,MPNet,Masjid Al Hikayah,Perumahan Bale Agung Bernessa Blok B Banjarwangunan Kec Mundu Kabupaten Cirebon Jawa Barat 45173 Indonesia,JAWA BARAT,CIREBON,MUNDU,masjid,5.0,0.9885147
4,24878,Masjid Al Hikmah,MPNet,MASJID AL-HIIKMAH,Cisarua Bogor Regency West Java Indonesia,JAWA BARAT,BOGOR,CISARUA,masjid,5.0,0.9869951
5,84718,Masjid Al Hikmah,MPNet,Masjid Al-Hidmah,Jayasari Pangandaran Regency West Java Indonesia,JAWA BARAT,PANGANDARAN,LANGKAPLANCAR,masjid,5.0,0.9803326
6,206652,Masjid Al Hikmah,MPNet,masjid al hikma,Masangan Paras Rejo Kec Pohjentrek Pasuruan Jawa Timur 67171 Indonesia,JAWA TIMUR,PASURUAN,POHJENTREK,masjid,3.7,0.9801052
7,210445,Masjid Al Hikmah,MPNet,Masjid Al-Hibah,Sedati Gede Sidoarjo Regency East Java Indonesia,JAWA TIMUR,SIDOARJO,SEDATI,masjid,4.4,0.9771054
8,57665,Masjid Al Hikmah,MPNet,Masjid Al Hikmag,Rawaurip Pangenan Cirebon West Java 45182 Indonesia,JAWA BARAT,CIREBON,PANGENAN,masjid,0.0,0.9764585
9,84450,Masjid Al Hikmah,MPNet,Masjid al hilal,Dusun Cireuma Kertamukti Kec Cimerak Kab Pangandaran Jawa Barat 46395 Indonesia,JAWA BARAT,PANGANDARAN,CIMERAK,masjid,3.0,0.97521394
10,78215,Masjid Al Hikmah,MPNet,Masjid Al-hilal,Mangunjaya Bekasi Regency West Java Indonesia,JAWA BARAT,BEKASI,TAMBUN SELATAN,masjid,4.9,0.97521394
1,239010,Masjid Al Amin,MPNet,Masjid Al Amina,Kolor Sumenep Regency East Java Indonesia,JAWA TIMUR,SUMENEP,GANDING,masjid,4.9,0.96738124
2,156829,Masjid Al Amin,MPNet,Masjid Al Aminah,Gandatapa Banyumas Regency Central Java Indonesia,JAWA TENGAH,BANYUMAS,SUMBANG,masjid,46.0,0.967308
3,83802,Masjid Al Amin,MPNet,Masjid Al Aminin,Kp Pasirliut RT04/RW07 Ranca Senggang Kec Sindangkerta Kabupaten Bandung Barat Jawa Barat 40563 Indonesia,JAWA BARAT,BANDUNG BARAT,SINDANGKERTA,masjid,5.0,0.967137
4,30485,Masjid Al Amin,MPNet,Masjid Al-Aminiyyah,Cikole Sukabumi City West Java Indonesia,JAWA BARAT,SUKABUMI,SUKABUMI,masjid,4.2,0.9645753
5,196049,Masjid Al Amin,MPNet,Mosque of al-Amin,Gambangan Bondowoso Regency East Java Indonesia,JAWA TIMUR,JEMBER,SUKOWONO,masjid,4.4,0.9633231
6,90667,Masjid Al Amin,MPNet,Masjid Al Amin,Jl Ahmad Yani RT001/RW005 Marga Jaya Kec Bekasi Sel Kota Bks Jawa Barat 17141 Indonesia,JAWA BARAT,KOTA BEKASI,BEKASI SELATAN,masjid,4.7,0.95560837
7,89548,Masjid Al Amin,MPNet,Masjid AL AMIN,Pasirwangi Bandung City West Java Indonesia,JAWA BARAT,KOTA BANDUNG,UJUNGBERUNG,masjid,0.0,0.95560837
8,63941,Masjid Al Amin,MPNet,Masjid Al Amin,Jayamekar Cibugel Sumedang Regency West Java 45375 Indonesia,JAWA BARAT,SUMEDANG,CIBUGEL,masjid,0.0,0.95560837
9,52774,Masjid Al Amin,MPNet,Masjid Al Amin,Sukahurip Pamarican Ciamis Regency West Java 46382 Indonesia,JAWA BARAT,CIAMIS,PAMARICAN,masjid,4.4,0.95560837
10,40193,Masjid Al Amin,MPNet,Masjid Al amin,Sudi Bandung Regency West Java Indonesia,JAWA BARAT,BANDUNG,IBUN,masjid,0.0,0.95560837
1,187796,Masjid Darussalam,MPNet,Darussalam Mosque,Jl Raya Karangjuwet Karang Juwet Bonowarih Kec Karang Ploso Kabupaten Malang Jawa Timur 65152 Indonesia,JAWA TIMUR,MALANG,KARANGPLOSO,masjid,4.6,0.9844035
2,187590,Masjid Darussalam,MPNet,Darussalam Mosque,Mulyoagung Malang Regency East Java Indonesia,JAWA TIMUR,MALANG,DAU,masjid,4.9,0.9844035
3,187587,Masjid Darussalam,MPNet,Darussalam Mosque,Jl Tirto Rahayu Dusun Bend Landungsari Kec Dau Kabupaten Malang Jawa Timur 65151 Indonesia,JAWA TIMUR,MALANG,DAU,masjid,4.8,0.9844035
4,187074,Masjid Darussalam,MPNet,Darussalam Mosque,Jl Garuda Bendo Karangpandan Kec Pakisaji Kabupaten Malang Jawa Timur 65162 Indonesia,JAWA TIMUR,MALANG,PAKISAJI,masjid,4.8,0.9844035
5,173896,Masjid Darussalam,MPNet,Darussalam Mosque,Jangglengan Pulotondo Ngunut Tulungagung Regency East Java 66292 Indonesia,JAWA TIMUR,TULUNGAGUNG,NGUNUT,masjid,3.0,0.9844035
6,169587,Masjid Darussalam,MPNet,Darussalam Mosque,Area Sawah/Kebun Ngampel Kec Balong Kabupaten Ponorogo Jawa Timur 63461 Indonesia,JAWA TIMUR,PONOROGO,BALONG,masjid,5.0,0.9844035
7,162837,Masjid Darussalam,MPNet,Darussalam Mosque, Macan Mati Girimulyo Kec Panggang Kabupaten Gunungkidul Daerah Istimewa Yogyakarta 55872 Indonesia,DAERAH ISTIMEWA YOGYAKARTA,GUNUNGKIDUL,PANGGANG,masjid,46.0,0.9844035
8,20552,Masjid Darussalam,MPNet,Darussalam Mosque,Ciangsana Bogor Regency West Java Indonesia,JAWA BARAT,BOGOR,GUNUNGPUTRI,masjid,4.8,0.9844035
9,20543,Masjid Darussalam,MPNet,Darussalam Mosque,Cicadas Gunung Putri Bogor Regency West Java 16964 Indonesia,JAWA BARAT,BOGOR,GUNUNGPUTRI,masjid,4.4,0.9844035
10,18435,Masjid Darussalam,MPNet,Darussalam Mosque,Senayan South Jakarta City Jakarta Indonesia,DAERAH KHUSUS IBUKOTA JAKARTA,KOTA ADMINISTRASI JAKARTA SELATAN,KEBAYORAN BARU,masjid,4.0,0.9844035
1,199835,Masjid Baitul Makmur,MPNet,Masjid Baitul Makmun,Sumber Kemuning Timur Tamanan Gontungan Tamanan Kec Bondowoso Kabupaten Bondowoso Jawa Timur 68263 Indonesia,JAWA TIMUR,BONDOWOSO,TAMANAN,masjid,0.0,0.97868395
2,173892,Masjid Baitul Makmur,MPNet,Masjid Baitul Makruf,Samir Ngunut Selokerto Selorejo Campurdarat Kabupaten Tulungagung Jawa Timur 66292 Indonesia,JAWA TIMUR,TULUNGAGUNG,NGUNUT,masjid,5.0,0.97463477
3,213689,Masjid Baitul Makmur,MPNet,Masjid Baitul Maab,Jambangan Latsari Kec Mojowarno Kabupaten Jombang Jawa Timur 61475 Indonesia,JAWA TIMUR,JOMBANG,BARENG,masjid,5.0,0.9710258
4,202864,Masjid Baitul Makmur,MPNet,Masjid Baitul Makdis,Balongan Sogaan Kec Pakuniran Kabupaten Probolinggo Jawa Timur 67292 Indonesia,JAWA TIMUR,PROBOLINGGO,PAKUNIRAN,masjid,2.0,0.9701862
5,131989,Masjid Baitul Makmur,MPNet,Masjid Baitul Mauunah,Bangsri Jepara Regency Central Java Indonesia,JAWA TENGAH,JEPARA,BANGSRI,masjid,5.0,0.9696281
6,60190,Masjid Baitul Makmur,MPNet,Masjid Baitul Mahtadiin,Dusun 3 Guwa Lor Kec Kaliwedi Kabupaten Cirebon Jawa Barat 45165 Indonesia,JAWA BARAT,CIREBON,KALIWEDI,masjid,0.0,0.9685626
7,169428,Masjid Baitul Makmur,MPNet,Masjid Baitul Maunah,Siman Ponorogo Regency East Java Indonesia,JAWA TIMUR,PONOROGO,SIMAN,masjid,5.0,0.9685235
8,118231,Masjid Baitul Makmur,MPNet,Masjid Baitul Maunah, Sepet Manggis Mojosongo Sepet Manggis Kec Boyolali Kabupaten Boyolali Jawa Tengah 57322 Indonesia,JAWA TENGAH,BOYOLALI,MOJOSONGO,masjid,47.0,0.9685235
9,118145,Masjid Baitul Makmur,MPNet,Masjid Baitul Maunah, Sepet Manggis Mojosongo Sepet Manggis Kec Boyolali Kabupaten Boyolali Jawa Tengah 57322 Indonesia,JAWA TENGAH,BOYOLALI,BOYOLALI,masjid,47.0,0.9685235
10,101602,Masjid Baitul Makmur,MPNet,Masjid Baitul Maunah, Sepet Manggis Mojosongo Sepet Manggis Kec Boyolali Kabupaten Boyolali Jawa Tengah 57322 Indonesia,JAWA TENGAH,BOYOLALI,CEPOGO,masjid,47.0,0.9685235
